filepath,label
dataset\Tomato___healthy\a8264fd4-d1e7-4114-b1e1-51b0f141db03___GH_HL Leaf 243_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\41ad4c6f-cc69-438e-ac9a-431fc692824b___GCREC_Bact.Sp 3372_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\8f6e4229-2e6c-409c-8e9b-e3573a478b8a___RS_Late.B 5044_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\01a46cb5-d354-4f59-868e-e56186701541___GCREC_Bact.Sp 5638_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\a1f1f31f-36ab-49a9-bfb4-aa21ed90dfbc___RS_Late.B 4874_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\a041286d-15de-4137-a8ce-d194e04905cc___GCREC_Bact.Sp 3556_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\887eab5c-9475-46b7-81df-ea2c5190e7fe___GCREC_Bact.Sp 6026_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\e60c6680-9c50-4063-9eb9-6e77980afcfa___RS_Late.B 5343_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\54672dba-a230-438b-a8a3-ce4b3b456254___GCREC_Bact.Sp 3562_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\61009f0a-e08d-46fb-b03d-270d2323ceff___GHLB Leaf 23.1 Day 12_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\a75edffc-d484-41ea-adb2-8808748a53db___GCREC_Bact.Sp 5608_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\5b3d632e-acdb-4864-bae6-730306b44cd5___GCREC_Bact.Sp 3710_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\bd7ff95f-02e5-491a-8bf9-5f2ac2277e7c___UF.GRC_BS_Lab Leaf 0932_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\badd718d-0a43-411b-889c-d46a01834dba___RS_Late.B 5547_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\d6185a8e-8ac1-4307-841a-f5e862b26a4d___GCREC_Bact.Sp 3179_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\b6b9bd13-78ec-4e89-bbd7-a45d6a8ff3fb___RS_Late.B 6590_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\4fd3f0e7-cdd9-4151-8734-5f0ad1f52614___RS_Erly.B 9564_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\b2e63ab4-09d6-4b43-8767-6ce042e080b5___RS_HL 0309_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\8d025d16-0058-42b5-82b5-4cd88dd6f110___GHLB2 Leaf 8785_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\54b4add6-a01f-4a1e-a7cf-fb1db09e853a___GCREC_Bact.Sp 3584_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\bef34d1a-3d57-4b46-a4ac-70702a4ca5db___RS_HL 9799_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\0990b491-dd31-4b62-aa5a-c7bce97d552c___RS_Late.B 5558_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\6dcf84e4-bfbc-467d-83d8-546c22779f6d___GHLB2 Leaf 76.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\1cb5d336-3649-49bf-aa9a-72950067b8b0___GHLB_PS Leaf 12 Day 9_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\5b69f555-2033-48e7-83e7-9ff798eac600___GCREC_Bact.Sp 6395_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\21d6c7aa-20d7-4434-9248-e21d073e165a___RS_Erly.B 7495_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\47a87555-1411-43a3-85d2-5fb241ec089d___GH_HL Leaf 177.2_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\830fab73-df27-4430-ba0a-2b638be3b6b4___GHLB2 Leaf 8946_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\9fcb89e0-c94e-427f-930b-73b4d12b8690___RS_Erly.B 9495_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\9c6ebcdb-460b-431d-88d7-56beddc7a490___RS_Late.B 7002_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\5eefbe91-fb95-4d86-8954-bea6b3637a9d___RS_Late.B 6444_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\19f3e2cd-2900-4043-bb15-31a0098d26b9___RS_Late.B 5197_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\c78c9d19-e83d-4c3b-a690-e6e3b95c979d___RS_Erly.B 9569_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\5d998134-578b-481e-9b88-df0134eb567b___RS_Erly.B 7626_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\ae0ad0c2-8693-4aff-8c4b-2f4d2d6f7f41___RS_HL 0454_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\e5ebe0ed-8be8-46c8-a209-32b00ad5f65e___GCREC_Bact.Sp 6033_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\d9a70403-c329-47af-8f48-6e7dcfbb069f___GCREC_Bact.Sp 3023_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\ad21ff2c-af70-45c3-9971-c52283394742___GHLB2 Leaf 8596_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\f8176522-163b-48ee-a1a2-ea94c782b4ad___RS_Late.B 6137_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\3200dbab-2da4-49c9-bd74-34d67e763b22___RS_HL 0562_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\3bc6d2f7-c1ed-4e66-b3de-277aadac6785___GHLB2 Leaf 163_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\f1f7f16d-7794-4ac9-9962-32a5320d38fd___GCREC_Bact.Sp 6234_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\2ca9ca04-4520-46bd-8a08-f6f9f95e7369___GCREC_Bact.Sp 6082_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\45fefdc6-a9a7-4955-8066-146efe1c8a1c___GHLB_PS Leaf 27 Day 9_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\973b8b82-cccd-433c-a868-5dee559b2dce___GHLB Leaf 2.6 Day 12_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\39397863-767f-4187-b580-f4fb2279dfe6___GCREC_Bact.Sp 3687_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\9c8ae903-054b-4c55-bce9-5a1752771123___GHLB2 Leaf 8855_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\a4008f85-d333-4ca8-87c2-e8c9c68ed19a___RS_Late.B 6461_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\781582d3-8bad-4e20-9073-e1fa1b50abba___RS_Late.B 6269_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\5ee4e525-31bd-415c-9f64-30746c2434d7___RS_Late.B 4883_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\8f1b814d-d9c9-4093-8b6e-6d3a58133d55___RS_Late.B 6771_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\ee21b0ab-9f7c-4d95-99db-5d53dcfd5c1b___GCREC_Bact.Sp 3770_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\5309ae2f-a913-4fa1-82f4-d4f34ef72cee___GCREC_Bact.Sp 3335_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\a9081e18-5a97-428a-af5d-6788d430d152___GCREC_Bact.Sp 3347_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\86ab9425-c1a6-41e5-b626-0e63d5fe1706___GCREC_Bact.Sp 3836_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\1e2fe7d3-3d69-4cf6-aef7-e9975940bd40___GHLB2 Leaf 77_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\f54a5053-dca2-4460-bd8d-27be3eb1e9b4___GH_HL Leaf 495.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\5f774121-b3b2-46fd-a67c-f4d8caf93e5a___GHLB2ES Leaf 66.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\5d8d97e7-8a2f-459f-a610-c26af46c7f5f___GHLB_PS Leaf 25.2 Day 16_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\5e1bc867-05f6-4749-af57-60a73435bba2___GCREC_Bact.Sp 6027_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\147fdb22-0a8b-46d7-8573-784d29b9d9cc___GCREC_Bact.Sp 6386_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\7bf1decf-376a-4ee7-836e-23f60aee5d46___RS_Late.B 6179_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\c02d8671-0b42-4fb3-a7c7-5bbb002ca6d3___GHLB2 Leaf 8935_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\ed68595a-4d05-413c-a173-fa32cc8aae38___RS_Erly.B 7635_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\e81dfd96-227c-41a7-8cf8-dbc14f2e4b33___RS_Erly.B 7407_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\be5a8881-cc33-42c0-adc7-52d2380a9902___GH_HL Leaf 505.4_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\fd7e07cc-7fdf-4203-be7c-8ff2e323e71d___GCREC_Bact.Sp 3533_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\bde8917a-9b0c-4a7b-8ff1-26f31609d6d7___RS_Erly.B 7750_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\67dfa474-5a26-4bfb-a7ea-33f6f6f7a497___RS_HL 9794_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\8b58a065-ad58-4f19-b621-5e6eb2d77993___RS_Late.B 7131_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\a442ef7e-3c93-45d9-85c0-5fa66fe32bb8___RS_Erly.B 7504_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\5c973c59-c8da-4a3a-bd99-a645d0f83936___GCREC_Bact.Sp 6362_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\86a7b7d2-8783-4622-84d7-a4a420ee10ba___RS_Late.B 6546_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\1430346f-f3f2-4766-bd0e-c6f9316851e9___RS_Late.B 6311_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\7334e742-de72-4561-9b0d-cdd8bc3313e7___GCREC_Bact.Sp 3066_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\d5690b72-b319-457e-a837-0e38915aab55___RS_Erly.B 7347_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\f035e3c9-069a-4392-9f0c-80262511f616___RS_Erly.B 9373_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\dc8612c8-6b25-4bf7-b6e8-49b20fda59ee___GCREC_Bact.Sp 3380_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\142fbb48-886a-4b2b-8a2a-52e548e7e2b7___GHLB2 Leaf 117.3_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\64d5ec90-b356-4ce8-9ad4-2a152d98782e___GCREC_Bact.Sp 5557_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\07238109-52ed-4369-b16c-6f5844858b81___UF.GRC_BS_Lab Leaf 0447_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\b23d2980-58f7-4e83-b8f2-69214abf4bfc___GCREC_Bact.Sp 3529_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\024dc5bb-7990-4256-b2b4-a8495b71cbd4___RS_Late.B 6064_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\21f1c16d-2d7f-44e6-a2e4-7d830dfbfda3___RS_HL 9996_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\7d5c4263-84e6-40c1-ac2d-bb9bfae35890___UF.GRC_BS_Lab Leaf 0905_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\e30f24b2-c298-4853-8fda-9e67b3738a55___GH_HL Leaf 287_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\19969ddc-0cdd-42f6-bbc4-351752a7ccec___GCREC_Bact.Sp 3428_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\762e1022-3ed8-4d96-9f05-e22c0757c8ba___UF.GRC_BS_Lab Leaf 0774_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\ba2bdb7a-35c7-4842-a8e0-af3eac603cad___GCREC_Bact.Sp 6034_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\77793164-1671-42f7-83a2-f13074ec4892___GHLB Leaf 2 Day 6_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\507ffea4-183f-48c4-af97-d1201c99da5f___GHLB2 Leaf 8895_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\c3611ed0-7bb3-47cd-bfac-86cd6f44b5ef___UF.GRC_BS_Lab Leaf 0979_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\29f5538a-fda9-4040-81c2-02269a45ad68___RS_Erly.B 7670_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\2077acd5-80d2-421f-8641-308048d44651___GHLB2 Leaf 8678_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\633b3f16-21a5-4e44-b9fe-8ba149264915___RS_HL 0482_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\7763d482-8290-46f4-83aa-edb87ae15297___RS_Erly.B 7766_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\4be2e7c4-f539-41c3-975b-a1ff17b516ec___GHLB_PS Leaf 2 Day 8_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\1fa37cd4-066e-4deb-ab99-5fa8dcc4481c___RS_Late.B 5454_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\8d51e875-d780-41a6-958a-44e3279ad058___GCREC_Bact.Sp 6184_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\2353ecb8-d1bb-4e2c-bb0f-7a0c90b5cdf4___UF.GRC_BS_Lab Leaf 8717_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\0fa1b773-fe9f-4440-ab2a-cfbc39c9cd2b___RS_Late.B 6230_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\500ac3b7-1e92-4cd1-8c80-9e5270cf02d4___GCREC_Bact.Sp 6210_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\5d11d60f-fb4a-4178-9594-d017a0f51b59___GH_HL Leaf 271_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\411f8908-2bb4-45dc-b1d1-314cc951f0a9___RS_Erly.B 9526_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\0d932b2a-584e-4971-8590-70c5f0a049cf___RS_HL 9739_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\c3a42f36-c157-43ce-b12b-af47bf026171___GHLB2 Leaf 105.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\cef9fa90-aca2-4354-b79e-2486409ac685___RS_Erly.B 7563_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\07502bbb-1733-4d49-a3dc-557b1d4391da___RS_Erly.B 7516_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\be344c1c-8799-4065-bd7a-d94dd7873520___GCREC_Bact.Sp 6214_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\6200ddc6-ea83-42e0-9936-4f82cfa14a1f___RS_HL 9976_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\d3cdfba0-2224-460b-9c74-194c38d43df8___GCREC_Bact.Sp 3358_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\b3e8d2db-5531-41cc-86ce-d4ac76c5be56___RS_Late.B 7070_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\ec658169-804d-46eb-b014-30a3ce6abdb6___GHLB2 Leaf 8899_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\5fe78bd1-bf00-4863-93b9-5dc3ca8fbba4___RS_Late.B 5444_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\02fe963e-7c68-4fd3-9f8f-36bf9e153c20___GHLB2 Leaf 8581_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\ecacf5db-abcf-408c-b41a-93e339fbfc0c___RS_Late.B 6405_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\ca553e23-a738-485a-95e6-3b578477d3f4___RS_HL 9854_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\611c6fa8-d805-4956-a786-2a4522c59f71___GCREC_Bact.Sp 5616_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\e5f8bd02-fa52-4ba0-9074-cb7618adacda___RS_Erly.B 9617_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\a6387ef1-52bc-4596-a3a4-e0b8c3c46708___GCREC_Bact.Sp 6272_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\225003c5-d8a1-48ce-b315-42df4b99c51a___RS_HL 0464_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\c1b4525c-bbef-4cef-ae46-ed82b0ba2f48___RS_Late.B 6996_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\fc594562-7b84-4049-8095-7e23b7ecba2f___GCREC_Bact.Sp 5910_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\7e77fde0-ab1b-4256-be51-0f6eecf85007___RS_Late.B 6995_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\edcbb73e-46f6-4798-bcdd-7c4477b6b9cf___GCREC_Bact.Sp 3214_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\3af16e88-1b4d-46d5-a099-7450600f11e8___RS_Erly.B 9545_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\a261cf1c-0bf5-4dec-b796-5dfe2ab0ee1b___GH_HL Leaf 322_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\3a5a5775-fd2c-43ea-ad6b-ce2e50b36dcf___RS_Erly.B 6469_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\bb8861fc-350e-49da-86aa-1b475a2d5442___GH_HL Leaf 325_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\4552e196-00f9-4de7-9a47-605de7a9ecd0___UF.GRC_BS_Lab Leaf 9296_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\0c883752-3334-4615-841d-287d58ecf60d___GCREC_Bact.Sp 6119_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\a98fa7c9-5ed7-4232-8ea8-28cf75c7869e___RS_Late.B 6888_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\90fd6e55-0c2c-4c8e-8742-5a87bc669633___RS_Erly.B 7356_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\c95ec538-9ce6-4ed7-9ba8-224debe0ee64___UF.GRC_BS_Lab Leaf 0891_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\b2497a4d-6951-46d3-810b-7072e908eea9___RS_HL 9907_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\287e0f27-ed49-42b0-b4f2-a8a95ff21dad___GCREC_Bact.Sp 5839_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\dce856b2-1c63-4305-97ab-5ab443f462bf___RS_Late.B 6099_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\6a9836cb-f987-4ccf-8841-f227989ff5ec___RS_HL 0045_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\956e56f5-7dcf-49be-8283-e560d7368c9a___RS_Late.B 6487_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\e23b8722-9058-4a6c-8e8e-f95904497eeb___RS_Late.B 5426_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\45d27217-fbb3-4b74-93e7-d84f70b784f8___RS_Erly.B 7713_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\3e9a67e4-492b-4306-be1b-0a2624ea5c3e___GH_HL Leaf 175_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\698d4680-5dca-497c-a8c9-9978d8e0052a___GCREC_Bact.Sp 6246_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\a3df33d5-b1e6-49f8-93c4-013e47b5acc3___GCREC_Bact.Sp 3044_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\db03386a-1a65-4e4f-b9b7-d80ad6cabefd___RS_HL 0632_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\3c435a41-903c-4517-b79e-c01724be03a1___RS_HL 0422_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\d7b354a6-7044-408d-85ee-b34576e901a4___RS_Late.B 4872_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\96441f54-ccd3-4f34-b405-e395e5070d2c___RS_Erly.B 8336_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\afb65a40-7512-4d2c-884e-56e6c5010511___RS_Late.B 5380_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\30c04c65-4c7c-4b4b-b9e9-0d7faea2716e___GCREC_Bact.Sp 3841_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\aeff16e4-99f8-4111-ac3b-b69dcc4c7b2c___RS_HL 0581_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\66fb848b-843a-469d-a2d2-80f0e0e7eda4___GH_HL Leaf 371.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\8ea80484-4e70-4a51-bbc2-213cfedd4f59___GH_HL Leaf 341_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\030501db-683b-4ed5-9ec0-c475a5dfdd76___GCREC_Bact.Sp 5650_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\d8e40874-f16d-43e2-9922-97a973861a0c___UF.GRC_BS_Lab Leaf 8728_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\ceec7525-b67e-43fc-8967-77d57133afba___RS_Late.B 5586_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\54d57dd6-1ad0-4c53-ad9a-4f5ea8101807___UF.GRC_BS_Lab Leaf 9141_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\918d106d-a453-4c44-80b4-601be91a0896___GHLB2 Leaf 159.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\de7adfd4-221a-4564-8937-6ae593891fbd___RS_Late.B 5219_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\0931f7e6-8481-4d03-8fe6-d4ae7637142d___RS_Late.B 4917_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\fc48610a-675f-4fdf-998d-5d877c909550___GCREC_Bact.Sp 2959_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\4c8f178b-1d65-40ee-bc71-b78e95d9f200___GCREC_Bact.Sp 5835_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\95abb641-4435-4531-88f6-a4a597c5ff33___RS_HL 9779_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\ecfdf723-18dd-46d5-9d22-a54289e9d765___GHLB_PS Leaf 31 Day 12_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\2e4b9ef4-4ee8-4a50-aac0-de7c001f36d4___GH_HL Leaf 288.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\3e9cd8a5-ebe7-4a65-940c-7fd721195c73___RS_Erly.B 7616_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\abc618dc-e185-4866-a09c-6073404cac76___GHLB2 Leaf 153.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\221699b8-60cf-49fb-a5a6-b02e3770008d___GCREC_Bact.Sp 6135_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\0220afd9-d40e-4b72-8405-78b417c7b8af___GHLB2 Leaf 8987_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\9886ea69-5a4e-4fa4-9e41-e9f65884ba9e___GCREC_Bact.Sp 3199_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\427229e9-359c-49c5-8dfd-b721a3802899___RS_Erly.B 7861_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\06b911b8-1375-4da1-929c-2294c4051ece___GHLB2 Leaf 8883_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\5b7250ab-a45a-431b-8d28-2b5a94980d25___GCREC_Bact.Sp 5696_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\c18f749d-9774-43f6-9c27-ff3d532f551a___RS_Late.B 7100_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\7fe35989-ae3c-4652-931f-820e2cdb7c96___RS_Late.B 6876_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\d247170c-6756-41f0-9074-09190f485cdb___RS_HL 0034_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\2e875abf-377c-4663-a406-e02984215fa6___RS_HL 0499_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\1ae5cf7c-f03a-4591-93e9-61d9784763e0___RS_HL 0043_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\fcfe91fc-c578-4c6d-8fe4-b8ff4cfdb766___GHLB2 Leaf 75.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\ffbff5e5-6c0a-4005-9974-1cb6ac61b4c9___UF.GRC_BS_Lab Leaf 1108_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\cb602835-7f6d-4926-80b4-77fe22f7ff66___GH_HL Leaf 226_final_masked.jpg,Tomato___healthy
